date,RSV Detections,RSV Tests,Surveillance Year,Week ending Code ,temp_c,vapor_pressure_hpa,temp_c_1,temp_c_2,vapor_pressure_hpa_1,vapor_pressure_hpa_2
2014-06-28,39,4251,1314,1426,23.20459679685305,19.103096706872577,22.9640605296343,20.833602407605333,17.726936568535116,15.860578453661564
2014-07-05,52,4612,1415,1427,23.879377147040604,18.301798165366964,23.20459679685305,22.9640605296343,19.103096706872577,17.726936568535116
2014-07-12,53,4811,1415,1428,24.60747920086026,19.752826673014816,23.879377147040604,23.20459679685305,18.301798165366964,19.103096706872577
2014-07-19,53,4626,1415,1429,22.59042884826017,18.016017032860265,24.60747920086026,23.879377147040604,19.752826673014816,18.301798165366964
2014-07-26,71,5059,1415,1430,24.41264451883316,19.639473936855765,22.59042884826017,24.60747920086026,18.016017032860265,19.752826673014816
2014-08-02,60,4049,1415,1431,22.68352223190933,18.23199167124494,24.41264451883316,22.59042884826017,19.639473936855765,18.016017032860265
2014-08-09,33,4278,1415,1432,23.459123122785307,19.35615461400021,22.68352223190933,24.41264451883316,18.23199167124494,19.639473936855765
2014-08-16,48,5503,1415,1433,22.77775592763232,18.49132019267161,23.459123122785307,22.68352223190933,19.35615461400021,18.23199167124494
2014-08-23,48,4274,1415,1434,23.644590910368475,20.24161219157244,22.77775592763232,23.459123122785307,18.49132019267161,19.35615461400021
2014-08-30,65,4920,1415,1435,23.00376285030277,18.80252096940912,23.644590910368475,22.77775592763232,20.24161219157244,18.49132019267161
2014-09-06,58,5272,1415,1436,22.699524827082048,18.660394740819505,23.00376285030277,23.644590910368475,18.80252096940912,20.24161219157244
2014-09-13,96,6588,1415,1437,18.80964783565664,14.981735443808711,22.699524827082048,23.00376285030277,18.660394740819505,18.80252096940912
2014-09-20,104,7215,1415,1438,19.35707245642196,15.44446467454233,18.80964783565664,22.699524827082048,14.981735443808711,18.660394740819505
2014-09-27,146,7133,1415,1439,18.892608450704223,14.6761747875395,19.35707245642196,18.80964783565664,15.44446467454233,14.981735443808711
2014-10-04,183,7294,1415,1440,16.236341855286522,12.582022564650172,18.892608450704223,19.35707245642196,14.6761747875395,15.44446467454233
2014-10-11,270,7901,1415,1441,15.45586402425331,11.720929147257026,16.236341855286522,18.892608450704223,12.582022564650172,14.6761747875395
2014-10-18,320,8240,1415,1442,15.086262410949685,11.692827086600122,15.45586402425331,16.236341855286522,11.720929147257026,12.582022564650172
2014-10-25,375,7849,1415,1443,13.872869087032154,10.49806190375744,15.086262410949685,15.45586402425331,11.692827086600122,11.720929147257026
2014-11-01,462,7897,1415,1444,10.628784785344708,8.130367664203769,13.872869087032154,15.086262410949685,10.49806190375744,11.692827086600122
2014-11-08,616,8702,1415,1445,9.538366670412406,7.533257240727836,10.628784785344708,13.872869087032154,8.130367664203769,10.49806190375744
2014-11-15,752,9117,1415,1446,3.0900168728908888,5.056998841419807,9.538366670412406,10.628784785344708,7.533257240727836,8.130367664203769
2014-11-22,876,9955,1415,1447,2.820473659044244,4.804612877926241,3.0900168728908888,9.538366670412406,5.056998841419807,7.533257240727836
2014-11-29,1043,10577,1415,1448,4.944266996569757,5.701781089327604,2.820473659044244,3.0900168728908888,4.804612877926241,5.056998841419807
2014-12-06,1242,12544,1415,1449,4.49965669583814,6.3380008331629325,4.944266996569757,2.820473659044244,5.701781089327604,4.804612877926241
2014-12-13,1549,14510,1415,1450,4.614928062617901,6.355810619787428,4.49965669583814,4.944266996569757,6.3380008331629325,5.701781089327604
2014-12-20,1901,16820,1415,1451,3.2410188498492576,5.978119394828251,4.614928062617901,4.49965669583814,6.355810619787428,6.3380008331629325
2014-12-27,2501,18293,1415,1452,4.74033197355465,6.57210841791864,3.2410188498492576,4.614928062617901,5.978119394828251,6.355810619787428
2015-01-03,3079,19557,1415,1453,-1.3807968998984217,3.904985140524398,4.74033197355465,3.2410188498492576,6.57210841791864,5.978119394828251
2015-01-10,2673,19135,1415,1501,-3.561794985332374,2.9827956053848954,-1.3807968998984217,4.74033197355465,3.904985140524398,6.57210841791864
2015-01-17,2701,18049,1415,1502,0.7285476994629312,4.612332649765627,-3.561794985332374,-1.3807968998984217,2.9827956053848954,3.904985140524398
2015-01-24,2973,17706,1415,1503,3.0246565477509417,5.305874595732255,0.7285476994629312,-3.561794985332374,4.612332649765627,2.9827956053848954
2015-01-31,3253,17620,1415,1504,1.5941262645806844,4.697972872540745,3.0246565477509417,0.7285476994629312,5.305874595732255,4.612332649765627
2015-02-07,3170,17034,1415,1505,1.2964404432132963,4.357055749295172,1.5941262645806844,3.0246565477509417,4.697972872540745,5.305874595732255
2015-02-14,3000,16173,1415,1506,0.6278616039352235,4.036272017994367,1.2964404432132963,1.5941262645806844,4.357055749295172,4.697972872540745
2015-02-21,2569,15020,1415,1507,-2.313264460527043,3.2857769073277137,0.6278616039352235,1.2964404432132963,4.036272017994367,4.357055749295172
2015-02-28,2414,13936,1415,1508,-2.447617069590984,3.3462072158249203,-2.313264460527043,0.6278616039352235,3.2857769073277137,4.036272017994367
2015-03-07,1863,12654,1415,1509,2.0616217570426456,4.605838248952551,-2.447617069590984,-2.313264460527043,3.3462072158249203,3.2857769073277137
2015-03-14,1704,12945,1415,1510,9.575207591933571,7.531338824750879,2.0616217570426456,-2.447617069590984,4.605838248952551,3.3462072158249203
2015-03-21,1362,12066,1415,1511,8.88651766004415,6.817810286112115,9.575207591933571,2.0616217570426456,7.531338824750879,4.605838248952551
2015-03-28,1012,11484,1415,1512,7.77978993218283,6.322569877674845,8.88651766004415,9.575207591933571,6.817810286112115,7.531338824750879
2015-04-04,790,11229,1415,1513,11.373443971944551,7.249582962486497,7.77978993218283,8.88651766004415,6.322569877674845,6.817810286112115
2015-04-11,609,10858,1415,1514,12.553375965451371,9.272743954485248,11.373443971944551,7.77978993218283,7.249582962486497,6.322569877674845
2015-04-18,446,10068,1415,1515,14.45149723756906,9.825635169358184,12.553375965451371,11.373443971944551,9.272743954485248,7.249582962486497
2015-04-25,322,9417,1415,1516,12.17768318637884,8.377075799749974,14.45149723756906,12.553375965451371,9.825635169358184,9.272743954485248
2015-05-02,286,8551,1415,1517,15.000790720740577,9.377813303113912,12.17768318637884,14.45149723756906,8.377075799749974,9.825635169358184
2015-05-09,224,8090,1415,1518,17.787608021271883,13.078456002267556,15.000790720740577,12.17768318637884,9.377813303113912,8.377075799749974
2015-05-16,138,7621,1415,1519,17.286305274226574,13.17442446843793,17.787608021271883,15.000790720740577,13.078456002267556,9.377813303113912
2015-05-23,117,7029,1415,1520,16.51587126029973,12.121566463529218,17.286305274226574,17.787608021271883,13.17442446843793,13.078456002267556
2015-05-30,68,6381,1415,1521,20.36196392339976,16.364738768464658,16.51587126029973,17.286305274226574,12.121566463529218,13.17442446843793
2015-06-06,64,5845,1415,1522,19.790175302341066,15.440232180506587,20.36196392339976,16.51587126029973,16.364738768464658,12.121566463529218
2015-06-13,59,5624,1415,1523,23.12808914019624,18.379786447014467,19.790175302341066,20.36196392339976,15.440232180506587,16.364738768464658
2015-06-20,46,5267,1415,1524,23.521705856255547,19.043850561556265,23.12808914019624,19.790175302341066,18.379786447014467,15.440232180506587
2015-06-27,54,4853,1415,1525,24.01458321809835,18.809352015728344,23.521705856255547,23.12808914019624,19.043850561556265,18.379786447014467
2015-07-04,58,4795,1516,1526,23.522331677704194,19.31792617664688,24.01458321809835,23.521705856255547,18.809352015728344,19.043850561556265
2015-07-11,53,5006,1516,1527,23.611296909492275,19.901996788410766,23.522331677704194,24.01458321809835,19.31792617664688,18.809352015728344
2015-07-18,53,4554,1516,1528,24.655938760846738,20.5228131760902,23.611296909492275,23.522331677704194,19.901996788410766,19.31792617664688
2015-07-25,51,4768,1516,1529,24.63598654090132,19.79669193401012,24.655938760846738,23.611296909492275,20.5228131760902,19.901996788410766
2015-08-01,63,4615,1516,1530,25.168902994342485,19.64592834251757,24.63598654090132,24.655938760846738,19.79669193401012,20.5228131760902
2015-08-08,54,4659,1516,1531,24.031026015946143,19.24046089736612,25.168902994342485,24.63598654090132,19.64592834251757,19.79669193401012
2015-08-15,87,4697,1516,1532,24.470847774660285,19.64665559043014,24.031026015946143,25.168902994342485,19.24046089736612,19.64592834251757
2015-08-22,77,5093,1516,1533,22.877957210733022,18.54827905672059,24.470847774660285,24.031026015946143,19.64665559043014,19.24046089736612
2015-08-29,89,5312,1516,1534,22.126867222754,17.22206557272402,22.877957210733022,24.470847774660285,18.54827905672059,19.64665559043014
2015-09-05,99,6003,1516,1535,23.676898932831136,19.40262963558903,22.126867222754,22.877957210733022,17.22206557272402,18.54827905672059
2015-09-12,140,6707,1516,1536,21.42585224950268,16.90348817203042,23.676898932831136,22.126867222754,19.40262963558903,17.22206557272402
2015-09-19,178,6948,1516,1537,20.18526822332805,15.161004288980529,21.42585224950268,23.676898932831136,16.90348817203042,19.40262963558903
2015-09-26,190,7574,1516,1538,19.63016414003708,14.819523541942717,20.18526822332805,21.42585224950268,15.161004288980529,16.90348817203042
2015-10-03,215,8393,1516,1539,16.808269793118527,13.260766281313392,19.63016414003708,20.18526822332805,14.819523541942717,15.161004288980529
2015-10-10,325,10093,1516,1540,16.61116846935431,13.095696783407856,16.808269793118527,19.63016414003708,13.260766281313392,14.819523541942717
2015-10-17,374,10751,1516,1541,14.370645557526954,9.50979829357718,16.61116846935431,16.808269793118527,13.095696783407856,13.260766281313392
2015-10-24,419,11231,1516,1542,13.87961676778214,10.490584800782084,14.370645557526954,16.61116846935431,9.50979829357718,13.095696783407856
2015-10-31,473,11259,1516,1543,11.918455215959504,9.915985226066988,13.87961676778214,14.370645557526954,10.490584800782084,9.50979829357718
2015-11-07,546,11973,1516,1544,12.489680105170905,10.434913085044965,11.918455215959504,13.87961676778214,9.915985226066988,10.490584800782084
2015-11-14,642,12382,1516,1545,9.061812253397632,7.466675565166052,12.489680105170905,11.918455215959504,10.434913085044965,9.915985226066988
2015-11-21,736,12832,1516,1546,7.503376359998904,6.896943012866152,9.061812253397632,12.489680105170905,7.466675565166052,10.434913085044965
2015-11-28,1080,12761,1516,1547,5.182600972837077,6.279333124324811,7.503376359998904,9.061812253397632,6.896943012866152,7.466675565166052
2015-12-05,1185,13940,1516,1548,4.487401037401037,6.178478500819908,5.182600972837077,7.503376359998904,6.279333124324811,6.896943012866152
2015-12-12,1472,14251,1516,1549,8.35682453543825,8.139383901525447,4.487401037401037,5.182600972837077,6.178478500819908,6.279333124324811
2015-12-19,1933,14973,1516,1550,4.542144131777626,6.006152956852719,8.35682453543825,4.487401037401037,8.139383901525447,6.178478500819908
2015-12-26,2309,14937,1516,1551,6.938637931510251,7.872411220095242,4.542144131777626,8.35682453543825,6.006152956852719,8.139383901525447
2016-01-02,2772,16481,1516,1552,1.1935766586407288,4.845973469558573,6.938637931510251,4.542144131777626,7.872411220095242,6.006152956852719
2016-01-09,2616,17673,1516,1601,0.8974434935264428,4.854898022995689,1.1935766586407288,6.938637931510251,4.845973469558573,7.872411220095242
2016-01-16,2550,18567,1516,1602,-0.4368146929824561,4.045464842960738,0.8974434935264428,1.1935766586407288,4.854898022995689,4.845973469558573
2016-01-23,2859,17509,1516,1603,-1.5137779002480023,3.762893269213267,-0.4368146929824561,0.8974434935264428,4.045464842960738,4.854898022995689
2016-01-30,2972,18557,1516,1604,3.996047880908738,5.528955036953105,-1.5137779002480023,-0.4368146929824561,3.762893269213267,4.045464842960738
2016-02-06,3161,19855,1516,1605,3.2705909930779624,5.253048178281067,3.996047880908738,-1.5137779002480023,5.528955036953105,3.762893269213267
2016-02-13,3013,21754,1516,1606,-0.3980120978828705,3.616818726672745,3.2705909930779624,3.996047880908738,5.253048178281067,5.528955036953105
2016-02-20,3063,23336,1516,1607,6.447640183051222,6.34513445603949,-0.3980120978828705,3.2705909930779624,3.616818726672745,5.253048178281067
2016-02-27,2924,25563,1516,1608,6.050079973526005,5.861851758087028,6.447640183051222,-0.3980120978828705,6.34513445603949,3.616818726672745
2016-03-05,2683,25953,1516,1609,6.3565153814319215,5.75256161881656,6.050079973526005,6.447640183051222,5.861851758087028,6.34513445603949
2016-03-12,2296,27949,1516,1610,11.758969957081543,9.119721743675589,6.3565153814319215,6.050079973526005,5.75256161881656,5.861851758087028
2016-03-19,1897,26184,1516,1611,9.130011530225662,7.0807889518495735,11.758969957081543,6.3565153814319215,9.119721743675589,5.75256161881656
2016-03-26,1418,23435,1516,1612,8.916700151369202,6.900302677866223,9.130011530225662,11.758969957081543,7.0807889518495735,9.119721743675589
2016-04-02,1077,21183,1516,1613,10.531106009674511,7.609701599287746,8.916700151369202,9.130011530225662,6.900302677866223,7.0807889518495735
2016-04-09,837,18468,1516,1614,9.638797963763754,6.509850419952483,10.531106009674511,8.916700151369202,7.609701599287746,6.900302677866223
2016-04-16,645,17043,1516,1615,12.43176037117904,8.443620252690168,9.638797963763754,10.531106009674511,6.509850419952483,7.609701599287746
2016-04-23,475,16009,1516,1616,15.240166106603285,10.209397351361472,12.43176037117904,9.638797963763754,8.443620252690168,6.509850419952483
2016-04-30,389,14419,1516,1617,13.525335850502064,10.555128833377792,15.240166106603285,12.43176037117904,10.209397351361472,8.443620252690168
2016-05-07,231,12197,1516,1618,15.20430222368277,10.81867703081042,13.525335850502064,15.240166106603285,10.555128833377792,10.209397351361472
2016-05-14,191,10935,1516,1619,16.04137996994125,11.296204218378206,15.20430222368277,13.525335850502064,10.81867703081042,10.555128833377792
2016-05-21,161,9857,1516,1620,16.07950320731541,11.58910920430042,16.04137996994125,15.20430222368277,11.296204218378206,10.81867703081042
2016-05-28,121,9146,1516,1621,20.06492575943332,15.037126644839065,16.07950320731541,16.04137996994125,11.58910920430042,11.296204218378206
2016-06-04,124,8370,1516,1622,21.55841999237764,16.623794618749436,20.06492575943332,16.07950320731541,15.037126644839065,11.58910920430042
2016-06-11,88,7650,1516,1623,22.359574932474832,15.73630475923605,21.55841999237764,20.06492575943332,16.623794618749436,15.037126644839065
2016-06-18,65,7236,1516,1624,22.91786778169495,16.8343588974064,22.359574932474832,21.55841999237764,15.73630475923605,16.623794618749436
2016-06-25,48,6786,1516,1625,24.42630316902368,17.817392778381013,22.91786778169495,22.359574932474832,16.8343588974064,15.73630475923605
2016-07-02,50,5389,1516,1626,23.421450554239183,18.289543687125928,24.42630316902368,22.91786778169495,17.817392778381013,16.8343588974064
2016-07-09,53,5785,1617,1627,24.56482830101192,20.0710176668947,23.421450554239183,24.42630316902368,18.289543687125928,17.817392778381013
2016-07-16,62,6048,1617,1628,24.62904968486536,19.63278324762102,24.56482830101192,23.421450554239183,20.0710176668947,18.289543687125928
2016-07-23,52,5471,1617,1629,26.19943863091345,21.05226629286636,24.62904968486536,24.56482830101192,19.63278324762102,20.0710176668947
2016-07-30,52,5390,1617,1630,25.495542060401405,21.35398027385973,26.19943863091345,24.62904968486536,21.05226629286636,19.63278324762102
2016-08-06,67,5446,1617,1631,24.747387510226343,20.540225394701256,25.495542060401405,26.19943863091345,21.35398027385973,21.05226629286636
2016-08-13,70,5642,1617,1632,25.03582048908012,21.41580954479911,24.747387510226343,25.495542060401405,20.540225394701256,21.35398027385973
2016-08-20,75,5909,1617,1633,24.072670570611464,20.155186958701066,25.03582048908012,24.747387510226343,21.41580954479911,20.540225394701256
2016-08-27,94,6497,1617,1634,23.21155366538535,18.691333717211283,24.072670570611464,25.03582048908012,20.155186958701066,21.41580954479911
2016-09-03,128,7257,1617,1635,22.6099252005984,18.050645073208752,23.21155366538535,24.072670570611464,18.691333717211283,20.155186958701066
2016-09-10,152,7377,1617,1636,22.58464102283904,18.060254697112747,22.6099252005984,23.21155366538535,18.050645073208752,18.691333717211283
2016-09-17,175,8591,1617,1637,20.41549794395577,16.176156465387677,22.58464102283904,22.6099252005984,18.060254697112747,18.050645073208752
2016-09-24,234,9319,1617,1638,20.816218642868805,16.80230257264846,20.41549794395577,22.58464102283904,16.176156465387677,18.060254697112747
2016-10-01,319,10103,1617,1639,17.48031836734694,13.65775423196228,20.816218642868805,20.41549794395577,16.80230257264846,16.176156465387677
2016-10-08,444,10819,1617,1640,16.262371470540234,12.443551256059552,17.48031836734694,20.816218642868805,13.65775423196228,16.80230257264846
2016-10-15,430,11305,1617,1641,15.134138495092692,11.235142650547752,16.262371470540234,17.48031836734694,12.443551256059552,13.65775423196228
2016-10-22,558,11769,1617,1642,15.220832534049492,11.41989092173689,15.134138495092692,16.262371470540234,11.235142650547752,12.443551256059552
2016-10-29,598,12166,1617,1643,13.685097534951163,10.788280167756303,15.220832534049492,15.134138495092692,11.41989092173689,11.235142650547752
2016-11-05,866,13058,1617,1644,13.565500300234728,10.559144144118832,13.685097534951163,15.220832534049492,10.788280167756303,11.41989092173689
2016-11-12,992,14197,1617,1645,10.33102276774706,7.954613357457585,13.565500300234728,13.685097534951163,10.559144144118832,10.788280167756303
2016-11-19,1336,15265,1617,1646,8.912626538987688,7.309974877177733,10.33102276774706,13.565500300234728,7.954613357457585,10.559144144118832
2016-11-26,1407,14169,1617,1647,6.068971267667241,6.548171231676204,8.912626538987688,10.33102276774706,7.309974877177733,7.954613357457585
2016-12-03,1983,17224,1617,1648,5.6913510858889005,6.526281606716291,6.068971267667241,8.912626538987688,6.548171231676204,7.309974877177733
2016-12-10,2164,17644,1617,1649,0.6326279863481229,4.508694431363763,5.6913510858889005,6.068971267667241,6.526281606716291,6.548171231676204
2016-12-17,2855,19623,1617,1650,-0.7907159845813171,4.070230582154554,0.6326279863481229,5.6913510858889005,4.508694431363763,6.526281606716291
2016-12-24,3518,20846,1617,1651,2.301742901562884,5.177798597568745,-0.7907159845813171,0.6326279863481229,4.070230582154554,4.508694431363763
2016-12-31,4447,24875,1617,1652,3.6027642516437623,5.70609329504518,2.301742901562884,-0.7907159845813171,5.177798597568745,4.070230582154554
2017-01-07,4848,27644,1617,1701,-2.3107559419014088,3.738344083671422,3.6027642516437623,2.301742901562884,5.70609329504518,5.177798597568745
2017-01-14,4009,27214,1617,1702,2.0394177270974496,5.147777093732715,-2.3107559419014088,3.6027642516437623,3.738344083671422,5.70609329504518
2017-01-21,4150,27367,1617,1703,5.274952355023141,7.232004617972895,2.0394177270974496,-2.3107559419014088,5.147777093732715,3.738344083671422
2017-01-28,4415,28354,1617,1704,2.924381184904288,5.238688364848176,5.274952355023141,2.0394177270974496,7.232004617972895,5.147777093732715
2017-02-04,3889,28490,1617,1705,2.053842384857393,4.447620073557558,2.924381184904288,5.274952355023141,5.238688364848176,7.232004617972895
2017-02-11,4009,30859,1617,1706,5.40532562699969,6.127729008779808,2.053842384857393,2.924381184904288,4.447620073557558,5.238688364848176
2017-02-18,3463,30769,1617,1707,6.338383942889659,6.122171606456127,5.40532562699969,2.053842384857393,6.127729008779808,4.447620073557558
2017-02-25,2928,28952,1617,1708,7.963257399659074,7.231552837163549,6.338383942889659,5.40532562699969,6.122171606456127,6.127729008779808
2017-03-04,2302,25051,1617,1709,5.955415955741689,5.590596073559752,7.963257399659074,6.338383942889659,7.231552837163549,6.122171606456127
2017-03-11,1829,23892,1617,1710,6.187725368785285,5.419644221163968,5.955415955741689,7.963257399659074,5.590596073559752,7.231552837163549
2017-03-18,1490,22315,1617,1711,5.478770587472442,5.381292815766887,6.187725368785285,5.955415955741689,5.419644221163968,5.590596073559752
2017-03-25,1115,21368,1617,1712,9.778036222509702,7.5152536651532,5.478770587472442,6.187725368785285,5.381292815766887,5.419644221163968
2017-04-01,841,19714,1617,1713,10.711076487993925,9.143482992920411,9.778036222509702,5.478770587472442,7.5152536651532,5.381292815766887
2017-04-08,707,18641,1617,1714,11.70011545223164,8.301318758284898,10.711076487993925,9.778036222509702,9.143482992920411,7.5152536651532
2017-04-15,550,16951,1617,1715,14.962143988368773,10.131107016395342,11.70011545223164,10.711076487993925,8.301318758284898,9.143482992920411
2017-04-22,413,15229,1617,1716,14.29433309937872,10.74019442724714,14.962143988368773,11.70011545223164,10.131107016395342,8.301318758284898
2017-04-29,281,13925,1617,1717,14.14148327350294,10.925809480496104,14.29433309937872,14.962143988368773,10.74019442724714,10.131107016395342
2017-05-06,195,12335,1617,1718,14.831228024482357,10.256236830222576,14.14148327350294,14.29433309937872,10.925809480496104,10.74019442724714
2017-05-13,184,11526,1617,1719,16.078447624260434,11.458166036356504,14.831228024482357,14.14148327350294,10.256236830222576,10.925809480496104
2017-05-20,138,11177,1617,1720,18.22685230969421,13.358064977550567,16.078447624260434,14.831228024482357,11.458166036356504,10.256236830222576
2017-05-27,112,9846,1617,1721,17.98105552958288,13.769338144916231,18.22685230969421,16.078447624260434,13.358064977550567,11.458166036356504
2017-06-03,117,8868,1617,1722,20.29966350882642,14.918088910508596,17.98105552958288,18.22685230969421,13.769338144916231,13.358064977550567
2017-06-10,93,8421,1617,1723,21.30710449155401,15.408667255031434,20.29966350882642,17.98105552958288,14.918088910508596,13.769338144916231
2017-06-17,101,7700,1617,1724,23.14128526157203,18.33897782264716,21.30710449155401,20.29966350882642,15.408667255031434,14.918088910508596
2017-06-24,80,7294,1617,1725,23.258931678308965,17.93040212298563,23.14128526157203,21.30710449155401,18.33897782264716,15.408667255031434
2017-07-01,80,5761,1617,1726,22.85522434404596,17.418334388220046,23.258931678308965,23.14128526157203,17.93040212298563,18.33897782264716
2017-07-08,88,5690,1718,1727,25.04392984450069,19.85103809020861,22.85522434404596,23.258931678308965,17.418334388220046,17.93040212298563
2017-07-15,97,5901,1718,1728,25.017481096651405,21.255133765809987,25.04392984450069,22.85522434404596,19.85103809020861,17.418334388220046
2017-07-22,122,5763,1718,1729,25.796889939855035,21.83935342592865,25.017481096651405,25.04392984450069,21.255133765809987,19.85103809020861
2017-07-29,107,5589,1718,1730,23.960613468515994,20.10241067655581,25.796889939855035,25.017481096651405,21.83935342592865,21.255133765809987
2017-08-05,124,5533,1718,1731,23.31967191940068,19.107884513407665,23.960613468515994,25.796889939855035,20.10241067655581,21.83935342592865
2017-08-12,120,5571,1718,1732,22.74864131838612,19.355069538076464,23.31967191940068,23.960613468515994,19.107884513407665,20.10241067655581
2017-08-19,159,6272,1718,1733,23.672092243402894,20.08128617721836,22.74864131838612,23.31967191940068,19.355069538076464,19.107884513407665
2017-08-26,163,6704,1718,1734,22.44084047012833,17.973996186935196,23.672092243402894,22.74864131838612,20.08128617721836,19.355069538076464
2017-09-02,194,7410,1718,1735,21.23877850792424,16.846266003921397,22.44084047012833,23.672092243402894,17.973996186935196,20.08128617721836
2017-09-09,231,8019,1718,1736,19.77465309181116,14.957241535312662,21.23877850792424,22.44084047012833,16.846266003921397,17.973996186935196
2017-09-16,210,9627,1718,1737,20.47631429015383,16.50964638951947,19.77465309181116,21.23877850792424,14.957241535312662,16.846266003921397
2017-09-23,243,10288,1718,1738,20.921447514096656,17.39863695497418,20.47631429015383,19.77465309181116,16.50964638951947,14.957241535312662
2017-09-30,300,10960,1718,1739,18.34859147715632,14.185412876108352,20.921447514096656,20.47631429015383,17.39863695497418,16.50964638951947
2017-10-07,425,12172,1718,1740,17.839075393367846,14.324294102153132,18.34859147715632,20.921447514096656,14.185412876108352,17.39863695497418
2017-10-14,484,12575,1718,1741,16.053720196083464,13.142144974569636,17.839075393367846,18.34859147715632,14.324294102153132,14.185412876108352
2017-10-21,617,13281,1718,1742,14.5381836786902,10.19939981108598,16.053720196083464,17.839075393367846,13.142144974569636,14.324294102153132
2017-10-28,791,14241,1718,1743,11.491183187498397,8.820588701925537,14.5381836786902,16.053720196083464,10.19939981108598,13.142144974569636
2017-11-04,1000,14685,1718,1744,10.664833056159653,9.300480013112525,11.491183187498397,14.5381836786902,8.820588701925537,10.19939981108598
2017-11-11,1434,16273,1718,1745,6.455712365591398,6.908524827662206,10.664833056159653,11.491183187498397,9.300480013112525,8.820588701925537
2017-11-18,1852,17587,1718,1746,7.564484611626771,7.280586902564812,6.455712365591398,10.664833056159653,6.908524827662206,9.300480013112525
2017-11-25,2031,16461,1718,1747,7.040264280939894,6.247018319883184,7.564484611626771,6.455712365591398,7.280586902564812,6.908524827662206
2017-12-02,2396,19351,1718,1748,7.650192643583684,6.8937324543619205,7.040264280939894,7.564484611626771,6.247018319883184,7.280586902564812
2017-12-09,2939,21675,1718,1749,3.0909602332843025,5.064408814662601,7.650192643583684,7.040264280939894,6.8937324543619205,6.247018319883184
2017-12-16,3060,22277,1718,1750,1.9073205200678351,4.541487987189166,3.0909602332843025,7.650192643583684,5.064408814662601,6.8937324543619205
2017-12-23,3975,29129,1718,1751,3.7976249356002056,5.9367866250463175,1.9073205200678351,3.0909602332843025,4.541487987189166,5.064408814662601
2017-12-30,4640,34139,1718,1752,-4.890118740320083,2.7583536263125024,3.7976249356002056,1.9073205200678351,5.9367866250463175,4.541487987189166
2018-01-06,4599,37510,1718,1801,-5.524022317640706,2.478292006559198,-4.890118740320083,3.7976249356002056,2.7583536263125024,5.9367866250463175
2018-01-13,4454,39332,1718,1802,2.076889199761664,5.29997269938832,-5.524022317640706,-4.890118740320083,2.478292006559198,2.7583536263125024
2018-01-20,4434,38484,1718,1803,0.1657608976679249,4.229497811594592,2.076889199761664,-5.524022317640706,5.29997269938832,2.478292006559198
2018-01-27,4750,41755,1718,1804,3.695712925555184,5.327508355476665,0.1657608976679249,2.076889199761664,4.229497811594592,5.29997269938832
2018-02-03,4731,42558,1718,1805,1.415932552452053,4.242681297539125,3.695712925555184,0.1657608976679249,5.327508355476665,4.229497811594592
2018-02-10,4414,42373,1718,1806,0.9565443677213232,4.673290268582951,1.415932552452053,3.695712925555184,4.242681297539125,5.327508355476665
2018-02-17,4049,39439,1718,1807,4.709222613931705,6.1588305369162,0.9565443677213232,1.415932552452053,4.673290268582951,4.242681297539125
2018-02-24,3329,34607,1718,1808,5.525076935012542,6.961489980780469,4.709222613931705,0.9565443677213232,6.1588305369162,4.673290268582951
2018-03-03,2837,29824,1718,1809,6.680549258037923,6.320602377703447,5.525076935012542,4.709222613931705,6.961489980780469,6.1588305369162
2018-03-10,2217,26122,1718,1810,4.558621225462268,5.26895658390006,6.680549258037923,5.525076935012542,6.320602377703447,6.961489980780469
2018-03-17,1882,23787,1718,1811,5.518755793593573,5.594639866044645,4.558621225462268,6.680549258037923,5.26895658390006,6.320602377703447
2018-03-24,1543,21641,1718,1812,6.583415688696727,6.071470346850043,5.518755793593573,4.558621225462268,5.594639866044645,5.26895658390006
2018-03-31,1298,20351,1718,1813,8.66331689272503,7.38651202952199,6.583415688696727,5.518755793593573,6.071470346850043,5.594639866044645
2018-04-07,1025,18840,1718,1814,6.879275773195877,6.233796789983611,8.66331689272503,6.583415688696727,7.38651202952199,6.071470346850043
2018-04-14,806,17379,1718,1815,10.19217217580821,7.628041476202909,6.879275773195877,8.66331689272503,6.233796789983611,7.38651202952199
2018-04-21,596,15326,1718,1816,9.884225785760105,6.858491616157735,10.19217217580821,6.879275773195877,7.628041476202909,6.233796789983611
2018-04-28,476,14435,1718,1817,13.89164974162532,9.37784136561116,9.884225785760105,10.19217217580821,6.858491616157735,7.628041476202909
2018-05-05,357,12688,1718,1818,17.55434872217642,11.742806878239255,13.89164974162532,9.884225785760105,9.37784136561116,6.858491616157735
2018-05-12,267,11205,1718,1819,18.578554688506014,12.887222437124125,17.55434872217642,13.89164974162532,11.742806878239255,9.37784136561116
2018-05-19,233,9896,1718,1820,19.295331651045423,15.459904084844895,18.578554688506014,17.55434872217642,12.887222437124125,11.742806878239255
2018-05-26,141,9223,1718,1821,21.265328561796583,16.834995853396016,19.295331651045423,18.578554688506014,15.459904084844895,12.887222437124125
2018-06-02,139,8400,1718,1822,22.166580411437444,17.90060082227858,21.265328561796583,19.295331651045423,16.834995853396016,15.459904084844895
2018-06-09,138,7979,1718,1823,21.78882301611744,16.110953957655237,22.166580411437444,21.265328561796583,17.90060082227858,16.834995853396016
